Account Number,Annual Income ($1000),Household Size,Years of Post-High School Education,Hours Per Week Watching Television,Age,Gender (Assigned at Birth),Exceeded Credit Limit in Past 12 Months?,Annual Charges ($),,,,,,,,,,,Deviations from mean
5227691,33.8,3.0,4.0,39.0,52,Female,No,10043.30,,,,,,,,,,,10043.30
23083977,33.8,7.0,3.0,59.0,45,Male,No,11015.39,,,,,,,,,,,11015.39
20289391,33.7,5.0,1.0,19.0,32,Female,No,3967.85,,,,,,,,,,,3967.85
25676324,33.7,6.0,3.0,20.0,28,Male,No,9905.49,,,,,,,,,,,9905.49
25891958,33.7,7.0,4.0,19.0,44,Female,No,26146.54,,,,,,,,,,,26146.54
60475,33.7,4.0,4.0,3.0,36,Female,No,4121.51,,,,,,,,,,,4121.51
9269560,33.7,2.0,1.0,58.0,56,Male,No,17127.51,,,,,,,,,,,17127.51
15830128,33.7,5.0,1.0,55.0,46,Female,No,19105.64,,,,,,,,,,,19105.64
10729243,33.6,5.0,2.0,45.0,42,Male,No,13041.10,,,,,,,,,,,13041.10
29695045,33.6,8.0,3.0,17.0,29,Female,No,20567.37,,,,,,,,,,,20567.37
15166592,33.6,3.0,1.0,2.0,36,Female,No,13471.38,,,,,,,,,,,13471.38
3346664,33.6,5.0,1.0,42.0,55,Male,No,13179.00,,,,,,,,,,,13179.00
26438439,33.6,7.0,3.0,31.0,30,Female,No,11570.42,,,,,,,,,,,11570.42
1301582,33.6,3.0,1.0,53.0,48,Male,No,26066.92,,,,,,,,,,,26066.92
11562702,33.6,3.0,1.0,55.0,57,Male,No,12736.90,,,,,,,,,,,12736.90
15155056,33.6,5.0,4.0,18.0,66,Male,No,11120.17,,,,,,,,,,,11120.17
7585724,33.5,4.0,4.0,25.0,42,Female,No,11135.11,,,,,,,,,,,11135.11
19826135,33.5,4.0,4.0,48.0,20,Female,Yes,117.22,,,,,,,,,,,117.22
9992704,33.5,4.0,5.0,40.0,41,Female,No,14336.52,,,,,,,,,,,14336.52
8929668,33.5,6.0,4.0,0.0,46,Male,No,6685.70,,,,,,,,,,,6685.70
3262927,33.5,6.0,1.0,21.0,56,Female,No,7622.41,,,,,,,,,,,7622.41
11471965,33.5,6.0,0.0,19.0,39,Male,No,8471.86,,,,,,,,,,,8471.86
26760353,33.5,3.0,2.0,19.0,40,Male,No,8085.72,,,,,,,,,,,8085.72
9651012,33.5,1.0,4.0,14.0,52,Male,No,2398.36,,,,,,,,,,,2398.36
7739202,33.5,3.0,4.0,22.0,46,Male,No,6957.96,,,,,,,,,,,6957.96
15552909,33.3,8.0,3.0,31.0,28,Male,No,26780.60,,,,,,,,,,,26780.60
24852357,33.3,3.0,4.0,17.0,35,Male,No,16894.73,,,,,,,,,,,16894.73
9584306,33.3,4.0,2.0,24.0,49,Female,No,10157.67,,,,,,,,,,,10157.67
27308101,33.3,7.0,2.0,23.0,32,Male,Yes,26220.90,,,,,,,,,,,26220.90
7702748,33.2,7.0,1.0,50.0,51,Female,No,12413.96,,,,,,,,,,,12413.96
2415566,33.2,4.0,0.0,20.0,61,Female,No,10483.13,,,,,,,,,,,10483.13
23004163,33.2,7.0,1.0,8.0,41,Male,No,18211.07,,,,,,,,,,,18211.07
10880812,33.2,4.0,0.0,13.0,35,Male,No,6408.37,,,,,,,,,,,6408.37
934794,33.2,7.0,4.0,31.0,36,Male,Yes,9401.20,,,,,,,,,,,9401.20
9157759,33.1,1.0,4.0,49.0,46,Male,No,8161.20,,,,,,,,,,,8161.20
14291341,33.0,4.0,1.0,19.0,50,Female,No,21249.72,,,,,,,,,,,21249.72
11961943,33.0,7.0,1.0,36.0,68,Female,No,15801.98,,,,,,,,,,,15801.98
18573396,33.0,4.0,2.0,47.0,53,Female,No,10792.02,,,,,,,,,,,10792.02
22379009,33.0,8.0,0.0,42.0,37,Female,No,13841.23,,,,,,,,,,,13841.23
25019142,33.0,5.0,2.0,52.0,59,Female,No,14141.18,,,,,,,,,,,14141.18
13338095,33.0,3.0,1.0,54.0,37,Female,No,17765.51,,,,,,,,,,,17765.51
19059477,32.9,8.0,2.0,49.0,33,Female,No,9933.50,,,,,,,,,,,9933.50
20966973,32.9,4.0,4.0,59.0,32,Male,Yes,12963.30,,,,,,,,,,,12963.30
2110921,32.9,8.0,2.0,55.0,40,Female,No,3687.76,,,,,,,,,,,3687.76
7416996,32.8,1.0,1.0,47.0,40,Male,No,3065.83,,,,,,,,,,,3065.83
3802406,32.8,1.0,3.0,17.0,32,Female,No,8101.04,,,,,,,,,,,8101.04
20261117,32.8,4.0,1.0,1.0,59,Female,No,10898.06,,,,,,,,,,,10898.06
8053281,32.8,3.0,4.0,35.0,56,Male,No,10833.81,,,,,,,,,,,10833.81
3039516,32.7,1.0,3.0,54.0,43,Female,No,3785.20,,,,,,,,,,,3785.20
13549453,32.7,1.0,5.0,58.0,46,Female,No,10548.25,,,,,,,,,,,10548.25
2286332,32.7,7.0,2.0,13.0,50,Male,No,22659.92,,,,,,,,,,,22659.92
1144218,32.7,4.0,2.0,35.0,55,Female,No,9981.24,,,,,,,,,,,9981.24
1256512,32.6,4.0,2.0,2.0,34,Female,No,16720.40,,,,,,,,,,,16720.40
16148959,32.6,4.0,3.0,11.0,23,Female,No,9168.73,,,,,,,,,,,9168.73
6488769,32.6,3.0,1.0,32.0,52,Male,No,5626.16,,,,,,,,,,,5626.16
9669244,32.6,8.0,3.0,25.0,57,Male,No,6171.40,,,,,,,,,,,6171.40
18209057,32.6,7.0,4.0,46.0,36,Male,Yes,20758.34,,,,,,,,,,,20758.34
21881928,32.6,2.0,4.0,10.0,34,Male,Yes,10127.79,,,,,,,,,,,10127.79
16089833,32.5,2.0,1.0,48.0,43,Female,No,12080.92,,,,,,,,,,,12080.92
19701269,32.5,3.0,3.0,43.0,44,Male,No,8976.65,,,,,,,,,,,8976.65
15531213,32.5,7.0,3.0,35.0,49,Male,No,13121.79,,,,,,,,,,,13121.79
22280025,32.5,6.0,4.0,6.0,36,Female,No,12915.33,,,,,,,,,,,12915.33
523918,32.4,2.0,3.0,32.0,66,Female,No,0.00,,,,,,,,,,,0.00
18716823,32.4,2.0,1.0,41.0,31,Female,No,9847.35,,,,,,,,,,,9847.35
23788866,32.4,1.0,2.0,34.0,32,Female,No,11241.35,,,,,,,,,,,11241.35
3054408,32.3,5.0,3.0,24.0,53,Female,No,0.00,,,,,,,,,,,0.00
29998749,32.2,3.0,1.0,27.0,44,Female,No,3230.07,,,,,,,,,,,3230.07
20071280,32.2,7.0,2.0,46.0,68,Male,No,10065.07,,,,,,,,,,,10065.07
23015574,32.1,3.0,5.0,12.0,57,Male,No,11419.38,,,,,,,,,,,11419.38
24397425,32.1,3.0,4.0,28.0,40,Male,No,14121.04,,,,,,,,,,,14121.04
6571691,32.1,2.0,4.0,60.0,36,Male,Yes,4982.38,,,,,,,,,,,4982.38
29623040,32.0,2.0,4.0,32.0,48,Male,No,6231.18,,,,,,,,,,,6231.18
21069709,32.0,6.0,3.0,58.0,35,Male,No,16579.46,,,,,,,,,,,16579.46
15999751,32.0,3.0,1.0,51.0,28,Male,No,5896.70,,,,,,,,,,,5896.70
21106351,31.9,5.0,4.0,25.0,41,Female,No,2005.24,,,,,,,,,,,2005.24
25205267,31.9,4.0,4.0,24.0,47,Male,No,14947.96,,,,,,,,,,,14947.96
1162502,31.9,6.0,3.0,30.0,42,Male,No,11818.31,,,,,,,,,,,11818.31
15434931,31.9,6.0,2.0,23.0,41,Female,No,14746.49,,,,,,,,,,,14746.49
17285680,31.9,7.0,1.0,33.0,65,Male,No,9187.23,,,,,,,,,,,9187.23
7406994,31.8,6.0,0.0,41.0,26,Female,No,1216.60,,,,,,,,,,,1216.60
2121730,31.8,6.0,4.0,25.0,35,Male,Yes,10308.64,,,,,,,,,,,10308.64
29249819,31.8,2.0,3.0,13.0,42,Female,No,6973.12,,,,,,,,,,,6973.12
2135963,31.8,2.0,5.0,14.0,51,Male,No,8966.89,,,,,,,,,,,8966.89
11041339,31.8,2.0,3.0,48.0,47,Female,No,10989.87,,,,,,,,,,,10989.87
23718852,31.8,6.0,1.0,29.0,36,Female,No,18665.14,,,,,,,,,,,18665.14
2080091,31.8,2.0,2.0,0.0,50,Female,No,2172.01,,,,,,,,,,,2172.01
17318590,31.8,7.0,4.0,50.0,39,Female,Yes,22054.28,,,,,,,,,,,22054.28
22415273,31.7,6.0,5.0,27.0,66,Female,Yes,8887.49,,,,,,,,,,,8887.49
3006496,31.7,7.0,3.0,45.0,20,Male,No,17086.99,,,,,,,,,,,17086.99
1141074,31.7,3.0,4.0,34.0,31,Female,No,2639.80,,,,,,,,,,,2639.80
7004585,31.7,2.0,2.0,54.0,40,Female,No,8569.40,,,,,,,,,,,8569.40
22457450,31.7,7.0,1.0,58.0,29,Female,No,5692.83,,,,,,,,,,,5692.83
6717912,31.7,8.0,1.0,40.0,47,Male,No,4999.30,,,,,,,,,,,4999.30
19528208,31.6,6.0,1.0,39.0,46,Male,No,548.44,,,,,,,,,,,548.44
12640437,31.6,3.0,2.0,10.0,51,Female,No,13411.07,,,,,,,,,,,13411.07
750438,31.6,1.0,3.0,0.0,38,Male,No,12399.69,,,,,,,,,,,12399.69
17434591,31.6,7.0,0.0,37.0,43,Male,Yes,10521.34,,,,,,,,,,,10521.34
29300711,31.6,6.0,0.0,19.0,37,Female,No,11050.68,,,,,,,,,,,11050.68
21003717,31.6,4.0,2.0,21.0,25,Female,No,5923.69,,,,,,,,,,,5923.69
24702283,31.6,4.0,1.0,39.0,36,Female,No,6410.26,,,,,,,,,,,6410.26
3226716,31.6,7.0,4.0,11.0,57,Female,No,7632.10,,,,,,,,,,,7632.10
19515977,31.6,6.0,5.0,4.0,61,Female,No,5344.66,,,,,,,,,,,5344.66
20945591,31.6,6.0,3.0,37.0,46,Female,No,7800.90,,,,,,,,,,,7800.90
26576825,31.6,2.0,2.0,7.0,48,Male,No,9259.91,,,,,,,,,,,9259.91
20092722,31.6,5.0,5.0,2.0,35,Female,No,0.00,,,,,,,,,,,0.00
24865460,31.6,8.0,2.0,45.0,32,Male,No,21670.49,,,,,,,,,,,21670.49
11619246,31.5,4.0,0.0,59.0,41,Male,No,9647.86,,,,,,,,,,,9647.86
10014338,31.5,3.0,3.0,59.0,41,Male,No,9254.41,,,,,,,,,,,9254.41
1213129,31.5,3.0,4.0,56.0,39,Female,No,11111.86,,,,,,,,,,,11111.86
953864,31.5,6.0,3.0,52.0,48,Female,Yes,15802.48,,,,,,,,,,,15802.48
10834056,31.5,5.0,5.0,58.0,39,Male,Yes,7645.49,,,,,,,,,,,7645.49
19405212,31.5,6.0,2.0,42.0,31,Female,No,7776.75,,,,,,,,,,,7776.75
2439633,31.5,6.0,3.0,20.0,47,Male,No,0.00,,,,,,,,,,,0.00
15780156,31.4,4.0,1.0,49.0,36,Male,No,6007.91,,,,,,,,,,,6007.91
18323937,31.4,6.0,3.0,36.0,32,Male,No,3561.51,,,,,,,,,,,3561.51
25120950,31.3,6.0,4.0,5.0,44,Female,No,6153.39,,,,,,,,,,,6153.39
8435095,31.3,2.0,3.0,39.0,29,Female,No,8811.33,,,,,,,,,,,8811.33
722282,31.3,4.0,2.0,21.0,49,Male,No,889.58,,,,,,,,,,,889.58
16780808,31.3,2.0,1.0,15.0,47,Male,No,13434.24,,,,,,,,,,,13434.24
23937595,31.3,7.0,4.0,15.0,47,Male,No,24034.29,,,,,,,,,,,24034.29
14401397,31.2,2.0,5.0,4.0,41,Male,No,3889.79,,,,,,,,,,,3889.79
21125197,31.2,6.0,5.0,55.0,29,Male,No,6969.43,,,,,,,,,,,6969.43
20354078,31.2,5.0,1.0,2.0,51,Male,No,10700.25,,,,,,,,,,,10700.25
11511386,31.2,6.0,1.0,37.0,31,Male,No,8505.45,,,,,,,,,,,8505.45
23098687,31.1,2.0,0.0,29.0,60,Female,No,21859.89,,,,,,,,,,,21859.89
12906028,31.1,8.0,3.0,56.0,59,Female,No,14197.92,,,,,,,,,,,14197.92
4111522,31.0,4.0,4.0,51.0,32,Male,No,21398.04,,,,,,,,,,,21398.04
1692735,31.0,7.0,1.0,37.0,38,Male,No,10639.71,,,,,,,,,,,10639.71
15032787,31.0,7.0,5.0,48.0,59,Male,No,7340.85,,,,,,,,,,,7340.85
28642372,31.0,5.0,1.0,8.0,61,Male,No,13291.76,,,,,,,,,,,13291.76
24447836,30.9,1.0,4.0,57.0,50,Male,Yes,7647.67,,,,,,,,,,,7647.67
29758741,30.9,2.0,3.0,55.0,55,Female,No,5585.21,,,,,,,,,,,5585.21
361914,30.9,5.0,0.0,50.0,45,Female,No,12926.73,,,,,,,,,,,12926.73
1943302,30.7,7.0,3.0,2.0,42,Male,No,17725.00,,,,,,,,,,,17725.00
22943261,30.7,5.0,4.0,30.0,29,Female,Yes,489.99,,,,,,,,,,,489.99
7412679,30.7,3.0,3.0,9.0,46,Male,No,0.00,,,,,,,,,,,0.00
26087973,30.7,4.0,2.0,22.0,38,Male,No,8956.09,,,,,,,,,,,8956.09
7071751,30.7,1.0,3.0,40.0,20,Female,No,3375.77,,,,,,,,,,,3375.77
23771128,30.7,7.0,0.0,7.0,39,Female,No,20298.62,,,,,,,,,,,20298.62
6424930,30.6,6.0,1.0,56.0,44,Female,No,11168.13,,,,,,,,,,,11168.13
28802997,30.6,2.0,1.0,8.0,27,Male,No,12371.25,,,,,,,,,,,12371.25
23126668,30.6,2.0,3.0,1.0,42,Female,No,5862.92,,,,,,,,,,,5862.92
28606593,30.5,8.0,0.0,13.0,39,Male,No,11323.43,,,,,,,,,,,11323.43
5039671,30.5,2.0,5.0,25.0,63,Female,No,10315.35,,,,,,,,,,,10315.35
5698615,30.5,8.0,4.0,53.0,47,Male,No,16273.15,,,,,,,,,,,16273.15
24814278,30.5,4.0,2.0,50.0,40,Female,No,5507.66,,,,,,,,,,,5507.66
18671807,30.5,4.0,2.0,24.0,48,Female,Yes,14340.20,,,,,,,,,,,14340.20
27845769,30.5,3.0,4.0,49.0,36,Male,No,0.00,,,,,,,,,,,0.00
4161579,30.4,4.0,2.0,5.0,47,Male,No,11380.55,,,,,,,,,,,11380.55
15484757,30.4,7.0,3.0,5.0,51,Male,No,17916.47,,,,,,,,,,,17916.47
25720082,30.4,7.0,3.0,18.0,41,Female,No,15631.96,,,,,,,,,,,15631.96
18386087,30.4,6.0,4.0,13.0,29,Female,No,7017.73,,,,,,,,,,,7017.73
26891348,30.3,3.0,4.0,51.0,39,Female,Yes,6359.11,,,,,,,,,,,6359.11
19460784,30.3,4.0,5.0,51.0,57,Male,No,13995.40,,,,,,,,,,,13995.40
25637018,30.2,4.0,2.0,12.0,27,Male,No,6669.60,,,,,,,,,,,6669.60
7123472,30.2,7.0,4.0,17.0,28,Male,No,1517.01,,,,,,,,,,,1517.01
3018048,30.2,6.0,1.0,60.0,32,Female,No,8394.14,,,,,,,,,,,8394.14
17803727,30.2,7.0,3.0,13.0,31,Male,No,15618.25,,,,,,,,,,,15618.25
2312038,30.2,7.0,3.0,59.0,28,Male,No,17471.54,,,,,,,,,,,17471.54
6595469,30.1,3.0,1.0,6.0,45,Male,No,19300.02,,,,,,,,,,,19300.02
15977851,30.1,2.0,3.0,8.0,57,Male,No,2920.01,,,,,,,,,,,2920.01
620331,30.1,4.0,3.0,46.0,40,Female,Yes,14549.51,,,,,,,,,,,14549.51
6604723,30.0,4.0,0.0,44.0,44,Male,No,12757.13,,,,,,,,,,,12757.13
1410439,30.0,3.0,4.0,2.0,27,Male,No,12581.13,,,,,,,,,,,12581.13
29094472,29.9,7.0,4.0,54.0,34,Female,No,5316.63,,,,,,,,,,,5316.63
771485,29.9,4.0,4.0,38.0,39,Female,No,8564.32,,,,,,,,,,,8564.32
11540195,29.9,2.0,3.0,25.0,50,Female,No,12436.02,,,,,,,,,,,12436.02
64976,29.9,8.0,4.0,3.0,38,Male,No,6653.02,,,,,,,,,,,6653.02
17729538,29.9,4.0,4.0,8.0,40,Male,No,7306.17,,,,,,,,,,,7306.17
9889385,29.9,5.0,4.0,39.0,52,Female,No,7595.95,,,,,,,,,,,7595.95
29507255,29.8,5.0,3.0,11.0,58,Male,No,10870.25,,,,,,,,,,,10870.25
5548061,29.8,5.0,4.0,1.0,35,Male,No,4585.90,,,,,,,,,,,4585.90
29128695,29.8,5.0,1.0,59.0,44,Female,No,5583.86,,,,,,,,,,,5583.86
21219513,29.8,5.0,4.0,43.0,46,Female,No,11396.95,,,,,,,,,,,11396.95
17803621,29.7,4.0,4.0,8.0,42,Female,No,1970.75,,,,,,,,,,,1970.75
25238519,29.7,6.0,4.0,26.0,31,Female,No,14741.81,,,,,,,,,,,14741.81
18786640,29.6,5.0,2.0,57.0,40,Male,No,11049.79,,,,,,,,,,,11049.79
19084191,29.6,6.0,3.0,34.0,36,Female,No,6802.10,,,,,,,,,,,6802.10
1927559,29.6,3.0,5.0,10.0,53,Female,No,6011.98,,,,,,,,,,,6011.98
1057732,29.6,8.0,5.0,8.0,56,Male,No,17829.52,,,,,,,,,,,17829.52
17759407,29.6,6.0,3.0,30.0,41,Male,No,13241.15,,,,,,,,,,,13241.15
15724796,29.6,6.0,1.0,52.0,69,Female,No,8655.70,,,,,,,,,,,8655.70
23079115,29.6,2.0,1.0,5.0,54,Male,No,8203.54,,,,,,,,,,,8203.54
23767992,29.6,6.0,2.0,8.0,40,Female,No,14128.81,,,,,,,,,,,14128.81
27015370,29.5,3.0,2.0,57.0,42,Male,Yes,4541.05,,,,,,,,,,,4541.05
5006957,29.5,5.0,1.0,15.0,38,Female,No,18090.66,,,,,,,,,,,18090.66
27037956,29.5,1.0,2.0,49.0,54,Female,No,8988.60,,,,,,,,,,,8988.60
16039655,29.5,3.0,5.0,20.0,36,Female,No,18055.40,,,,,,,,,,,18055.40
15715885,29.5,6.0,1.0,9.0,49,Female,No,18279.21,,,,,,,,,,,18279.21
15428247,29.5,7.0,3.0,40.0,21,Male,No,13534.23,,,,,,,,,,,13534.23
21395857,29.5,5.0,3.0,21.0,38,Male,No,7387.62,,,,,,,,,,,7387.62
6434367,29.5,2.0,5.0,21.0,34,Male,No,4688.66,,,,,,,,,,,4688.66
12861820,29.5,6.0,1.0,12.0,42,Male,No,22453.31,,,,,,,,,,,22453.31
7335257,29.5,8.0,2.0,36.0,53,Female,No,4774.64,,,,,,,,,,,4774.64
1198448,29.4,4.0,4.0,30.0,42,Female,No,10803.51,,,,,,,,,,,10803.51
4340338,29.4,5.0,2.0,5.0,40,Male,No,12562.42,,,,,,,,,,,12562.42
16050055,29.4,8.0,0.0,18.0,45,Female,No,10502.72,,,,,,,,,,,10502.72
22295925,29.3,7.0,3.0,32.0,42,Male,No,2440.32,,,,,,,,,,,2440.32
28119991,29.3,6.0,0.0,53.0,21,Male,No,20583.25,,,,,,,,,,,20583.25
7729782,29.3,4.0,4.0,51.0,34,Male,No,5724.70,,,,,,,,,,,5724.70
10182186,29.3,1.0,3.0,4.0,62,Male,No,1629.39,,,,,,,,,,,1629.39
23002834,29.2,6.0,3.0,55.0,51,Female,No,7436.78,,,,,,,,,,,7436.78
19753357,29.2,7.0,2.0,21.0,45,Male,No,10920.33,,,,,,,,,,,10920.33
27339697,29.2,7.0,2.0,47.0,56,Female,No,9119.40,,,,,,,,,,,9119.40
26839083,29.2,7.0,4.0,8.0,54,Male,No,11230.74,,,,,,,,,,,11230.74
19875463,29.1,2.0,2.0,26.0,38,Male,No,7849.93,,,,,,,,,,,7849.93
2458691,29.0,5.0,1.0,26.0,42,Male,No,13266.53,,,,,,,,,,,13266.53
27898473,29.0,7.0,4.0,9.0,50,Female,No,15692.90,,,,,,,,,,,15692.90
10713133,28.9,3.0,0.0,54.0,66,Female,Yes,20679.08,,,,,,,,,,,20679.08
19969916,28.8,1.0,1.0,25.0,36,Male,No,6434.34,,,,,,,,,,,6434.34
7902219,28.8,3.0,1.0,37.0,46,Male,No,11975.48,,,,,,,,,,,11975.48
3992028,28.8,4.0,3.0,40.0,26,Male,No,20449.08,,,,,,,,,,,20449.08
21061757,28.8,4.0,4.0,52.0,45,Male,No,9991.76,,,,,,,,,,,9991.76
24512498,28.8,7.0,4.0,17.0,56,Male,Yes,9725.81,,,,,,,,,,,9725.81
16710010,28.8,2.0,3.0,16.0,25,Male,No,6330.30,,,,,,,,,,,6330.30
13894152,28.8,2.0,3.0,30.0,56,Male,No,0.00,,,,,,,,,,,0.00
16776843,28.7,6.0,2.0,59.0,68,Male,No,15098.31,,,,,,,,,,,15098.31
22443918,28.7,2.0,2.0,14.0,40,Female,No,5662.41,,,,,,,,,,,5662.41
24889155,28.7,2.0,3.0,27.0,51,Female,No,14999.70,,,,,,,,,,,14999.70
2074780,28.7,4.0,3.0,23.0,42,Male,Yes,14845.42,,,,,,,,,,,14845.42
7590381,28.7,1.0,4.0,12.0,67,Male,No,2325.69,,,,,,,,,,,2325.69
4832533,28.6,2.0,0.0,2.0,43,Female,No,6736.35,,,,,,,,,,,6736.35
22930930,28.6,2.0,3.0,35.0,26,Female,No,0.00,,,,,,,,,,,0.00
21805522,28.6,2.0,2.0,9.0,34,Male,No,15337.03,,,,,,,,,,,15337.03
7273088,28.6,4.0,3.0,4.0,55,Female,No,18096.45,,,,,,,,,,,18096.45
15548918,28.6,3.0,4.0,30.0,32,Male,No,13884.19,,,,,,,,,,,13884.19
29183082,28.6,7.0,2.0,26.0,42,Female,No,22658.16,,,,,,,,,,,22658.16
5086130,28.6,2.0,5.0,20.0,44,Male,No,12927.72,,,,,,,,,,,12927.72
4743744,28.6,6.0,4.0,20.0,51,Male,Yes,18161.23,,,,,,,,,,,18161.23
25729814,28.5,4.0,2.0,56.0,63,Male,No,23308.12,,,,,,,,,,,23308.12
24447128,28.5,4.0,3.0,10.0,51,Female,No,12506.42,,,,,,,,,,,12506.42
13128071,28.5,7.0,4.0,25.0,54,Male,No,11059.97,,,,,,,,,,,11059.97
18006379,28.4,1.0,4.0,47.0,29,Male,No,18236.68,,,,,,,,,,,18236.68
17219874,28.4,7.0,2.0,31.0,27,Female,No,8229.43,,,,,,,,,,,8229.43
10218183,28.4,6.0,0.0,40.0,52,Male,No,5024.51,,,,,,,,,,,5024.51
21279058,28.4,3.0,4.0,42.0,29,Female,No,17677.39,,,,,,,,,,,17677.39
3358536,28.4,6.0,4.0,20.0,46,Female,No,10176.18,,,,,,,,,,,10176.18
1576157,28.4,6.0,1.0,58.0,62,Female,No,16162.34,,,,,,,,,,,16162.34
17631631,28.4,2.0,2.0,6.0,45,Female,No,9162.25,,,,,,,,,,,9162.25
14495672,28.3,6.0,4.0,16.0,29,Female,No,11469.57,,,,,,,,,,,11469.57
26835878,28.3,3.0,3.0,49.0,24,Male,Yes,4318.21,,,,,,,,,,,4318.21
11315118,28.2,7.0,1.0,30.0,43,Male,No,7912.10,,,,,,,,,,,7912.10
20371121,28.2,2.0,1.0,59.0,50,Female,No,16556.84,,,,,,,,,,,16556.84
20223191,28.1,2.0,1.0,20.0,58,Male,No,6565.67,,,,,,,,,,,6565.67
26679687,28.0,5.0,2.0,56.0,43,Male,No,14119.06,,,,,,,,,,,14119.06
24618128,28.0,8.0,1.0,42.0,47,Male,No,14567.79,,,,,,,,,,,14567.79
7363493,28.0,5.0,2.0,52.0,54,Female,No,20645.09,,,,,,,,,,,20645.09
7615038,28.0,5.0,3.0,6.0,26,Male,No,10388.89,,,,,,,,,,,10388.89
28689773,28.0,1.0,2.0,56.0,37,Male,No,2873.90,,,,,,,,,,,2873.90
11177755,28.0,4.0,3.0,10.0,57,Female,Yes,11606.51,,,,,,,,,,,11606.51
27902108,27.9,6.0,1.0,56.0,60,Male,No,8792.73,,,,,,,,,,,8792.73
29112599,27.9,5.0,1.0,51.0,27,Male,No,22819.15,,,,,,,,,,,22819.15
18057242,27.9,3.0,4.0,27.0,49,Female,Yes,16992.26,,,,,,,,,,,16992.26
349017,27.9,6.0,3.0,4.0,43,Female,No,9921.68,,,,,,,,,,,9921.68
7827628,27.9,1.0,3.0,13.0,37,Female,No,6748.85,,,,,,,,,,,6748.85
9650058,27.9,6.0,5.0,20.0,44,Female,No,16897.82,,,,,,,,,,,16897.82
23618721,27.8,1.0,4.0,34.0,27,Male,No,0.00,,,,,,,,,,,0.00
25687922,27.8,8.0,4.0,18.0,34,Female,No,1857.34,,,,,,,,,,,1857.34
21292746,27.8,7.0,0.0,48.0,59,Female,No,22260.22,,,,,,,,,,,22260.22
21962051,27.8,1.0,3.0,3.0,64,Female,No,6125.90,,,,,,,,,,,6125.90
29383478,27.7,7.0,1.0,54.0,43,Female,No,8288.26,,,,,,,,,,,8288.26
29863408,27.7,2.0,2.0,3.0,45,Female,No,4524.22,,,,,,,,,,,4524.22
22360713,27.7,2.0,3.0,59.0,31,Female,No,14914.89,,,,,,,,,,,14914.89
7211217,27.7,7.0,5.0,40.0,55,Male,No,17260.58,,,,,,,,,,,17260.58
12726351,27.7,5.0,1.0,47.0,48,Female,No,13796.65,,,,,,,,,,,13796.65
14295715,27.6,4.0,5.0,55.0,55,Male,No,8059.11,,,,,,,,,,,8059.11
3929451,27.6,8.0,4.0,45.0,47,Male,No,15617.15,,,,,,,,,,,15617.15
4763569,27.6,3.0,4.0,42.0,47,Male,No,20541.19,,,,,,,,,,,20541.19
9909691,27.5,2.0,2.0,17.0,68,Female,Yes,15867.60,,,,,,,,,,,15867.60
3907489,27.5,1.0,2.0,16.0,39,Female,Yes,10560.11,,,,,,,,,,,10560.11
22141861,27.4,2.0,5.0,37.0,27,Female,No,0.00,,,,,,,,,,,0.00
14392557,27.4,2.0,3.0,41.0,40,Other,No,17309.06,,,,,,,,,,,17309.06
18429379,27.4,7.0,4.0,23.0,48,Male,No,12339.20,,,,,,,,,,,12339.20
21283871,27.4,7.0,2.0,15.0,35,Male,No,16335.20,,,,,,,,,,,16335.20
6704125,27.3,7.0,5.0,53.0,46,Male,No,13996.32,,,,,,,,,,,13996.32
17331245,27.3,6.0,2.0,4.0,35,Male,No,12206.05,,,,,,,,,,,12206.05
21249556,27.3,2.0,4.0,46.0,43,Female,No,7090.57,,,,,,,,,,,7090.57
18421943,27.3,2.0,5.0,31.0,42,Female,Yes,0.00,,,,,,,,,,,0.00
16855569,27.2,7.0,2.0,12.0,24,Male,Yes,7349.11,,,,,,,,,,,7349.11
10856551,27.2,8.0,1.0,37.0,41,Male,No,14831.72,,,,,,,,,,,14831.72
2710978,27.2,2.0,3.0,2.0,37,Female,No,2602.96,,,,,,,,,,,2602.96
27495182,27.2,7.0,1.0,31.0,41,Male,No,21024.65,,,,,,,,,,,21024.65
28299981,27.1,6.0,5.0,48.0,44,Female,No,5218.69,,,,,,,,,,,5218.69
3216965,27.0,4.0,0.0,44.0,49,Female,Yes,8117.00,,,,,,,,,,,8117.00
24043200,27.0,1.0,0.0,6.0,36,Male,No,8519.20,,,,,,,,,,,8519.20
14327810,27.0,7.0,1.0,4.0,66,Male,No,11066.60,,,,,,,,,,,11066.60
19139760,27.0,2.0,1.0,3.0,54,Female,No,11470.54,,,,,,,,,,,11470.54
11746465,27.0,3.0,1.0,49.0,60,Female,No,10344.79,,,,,,,,,,,10344.79
1237251,27.0,2.0,3.0,47.0,45,Male,No,20559.02,,,,,,,,,,,20559.02
6750954,27.0,8.0,1.0,0.0,28,Female,No,11792.43,,,,,,,,,,,11792.43
1080589,26.9,7.0,4.0,50.0,38,Male,No,7188.58,,,,,,,,,,,7188.58
1342278,26.9,2.0,3.0,35.0,50,Female,No,20438.17,,,,,,,,,,,20438.17
21830301,26.9,6.0,0.0,34.0,61,Female,No,12579.16,,,,,,,,,,,12579.16
19975056,26.8,3.0,3.0,6.0,44,Male,No,20055.02,,,,,,,,,,,20055.02
26522911,26.8,3.0,4.0,29.0,68,Male,No,0.00,,,,,,,,,,,0.00
